Cell id,Predicted_sensitive_DEG_score,Predicted_resistant_DEG_score,Ground_truth_sensitive_DEG_score,Ground_truth_resistant_DEG_score,Prediction
RPI7_N15,-0.145019634,1.085537118,-1.659697,11.978548,Resistant
RPI7_N16,-0.2016427,1.160699892,-1.7036362,9.864194,Resistant
RPI7_N17,-0.233224862,1.128081359,-3.161919,16.620323,Resistant
RPI7_N18,0.24387183,1.026511521,-0.7922225,22.735645,Resistant
RPI7_N19,-0.128649696,1.14700842,-1.9560605,11.9790325,Resistant
RPI7_N20,0.262931175,0.964817648,-0.95929337,19.660645,Resistant
RPI7_N21,-0.196466717,1.191803758,-2.1144445,10.210161,Resistant
RPI7_N22,0.235521405,1.159826887,-0.37070704,25.283548,Resistant
RPI7_N23,-0.185637293,1.13588417,-2.0271716,12.330324,Resistant
RPI7_N24,0.063394878,0.942409387,-1.1216161,9.4320965,Resistant
RPI7_O1,-0.216000522,1.053263796,-2.5461617,17.178871,Resistant
RPI7_O2,-0.197731298,1.124806199,-2.5477777,13.885806,Resistant
RPI7_O3,0.215325913,0.645640723,-0.058080807,0.3514516,Resistant
RPI7_O4,-0.253972412,1.248877082,-1.5911112,10.149516,Resistant
RPI7_O5,-0.033825388,0.860958698,-1.5221212,8.582418,Resistant
RPI7_O6,-0.27485127,1.003420218,-3.4049492,15.58758,Resistant
RPI7_O7,-0.231518501,1.063032254,-2.4281816,9.614355,Resistant
RPI7_O8,0.276809701,0.795470991,-0.033434343,0.4185484,Resistant
RPI7_O9,-0.164434976,0.974949625,-1.6369698,7.124839,Resistant
RPI7_O10,-0.32859202,1.227749657,-2.6433332,12.046936,Resistant
RPI7_O11,-0.167903806,1.108022764,-2.632121,13.941452,Resistant
RPI7_O12,0.328951303,0.695595064,-0.003737375,0.38209677,Resistant
RPI7_O13,-0.156871104,0.884609972,-1.6333332,6.554355,Resistant
RPI7_O14,-0.124407686,1.043215224,-3.3030305,16.029194,Resistant
RPI7_O15,-0.274728072,1.090061319,-1.9818182,12.468388,Resistant
RPI7_O16,-0.261772978,1.087359527,-2.4844444,15.621774,Resistant
RPI7_O17,-0.130102616,1.009747939,-2.1777778,11.613871,Resistant
RPI7_O18,-0.178820808,1.013870135,-1.7952526,9.133225,Resistant
RPI7_O19,-0.236893158,0.932365779,-3.0911112,15.462904,Resistant
RPI7_O20,-0.10838633,1.014035824,-2.4389899,13.122743,Resistant
RPI7_O21,-0.305456812,1.05154268,-1.9027272,7.3853226,Resistant
RPI7_O22,-0.074066,0.467044442,-0.022929292,0.09951612,Resistant
RPI7_O24,0.208612923,1.250438529,-0.12535354,1.2080646,Resistant
RPI7_P3,0.45099763,0.67745524,-0.038282827,0.27919355,Sensitive
RPI7_P4,-0.202329654,1.178804511,-2.0915153,13.526936,Resistant
RPI7_P5,-0.271279414,1.153628934,-2.0562627,10.567258,Resistant
RPI7_P6,-0.229875734,1.013258875,-3.4173737,15.465967,Resistant
RPI7_P7,-0.204307988,0.990256658,-2.1136363,11.019676,Resistant
RPI7_P8,-0.105173915,1.082777907,-1.6647475,6.704194,Resistant
RPI7_P9,-0.208658526,1.155476389,-1.5330303,9.493064,Resistant
RPI7_P10,-0.32409722,1.099164447,-2.778687,15.061613,Resistant
RPI7_P12,-0.242338823,0.977312184,-2.477879,17.037096,Resistant
RPI7_P13,-0.012908775,0.397357084,-0.030303031,0.035161294,Resistant
RPI7_P14,-0.113528962,0.998807992,-1.6154544,8.855484,Resistant
RPI7_P15,-0.217217137,1.041602776,-1.7870705,9.929356,Resistant
RPI7_P16,-0.076608784,0.96612897,-0.20050505,1.1679032,Resistant
RPI7_P17,-0.198175649,1.122292149,-1.4144444,7.6882257,Resistant
RPI7_P18,-0.238987403,1.037777908,-1.3487879,8.079032,Resistant
RPI7_P19,-0.233136246,1.276315755,-1.2340405,8.462097,Resistant
RPI7_P20,-0.189649712,1.136913211,-0.8239394,5.184032,Resistant
RPI7_P22,-0.209809596,1.078818697,-1.3777778,6.890806,Resistant
